fold,stage,calendar_year,pullback_class,candidate_count,pit_universe_members,insufficient_class_coverage,version,replay_trade_count,win_rate,avg_cost_after_return,avg_r_multiple,median_r_multiple,net_pnl_sum,stop_time_trade_ratio
WF1,train,2017,breakdown_repair,1070,170,False,,0.0,,,,,,
WF1,train,2017,strong_trend_continuation,6,5,True,,0.0,,,,,,
WF1,train,2017,unclassified_pullback,446,131,False,,0.0,,,,,,
WF1,train,2017,weak_volume_rebound,322,116,False,,0.0,,,,,,
WF1,train,2018,breakdown_repair,964,160,False,,0.0,,,,,,
WF1,train,2018,unclassified_pullback,370,114,False,,0.0,,,,,,
WF1,train,2018,weak_volume_rebound,290,110,False,,0.0,,,,,,
WF1,valid,2019,breakdown_repair,1695,176,False,pit_breakdown_repair_diagnostic,300.0,0.31666666666666665,0.011409668445024192,0.18678295064155842,-0.1622089662621909,96007.6120172262,0.4633333333333333
WF1,valid,2019,breakdown_repair,1695,176,False,pit_original_pullback_baseline,7.0,0.2857142857142857,0.011762232793930736,0.4597654708614866,-0.3651243764830996,2169.1330245971703,0.5714285714285714
WF1,valid,2019,strong_trend_continuation,7,6,True,pit_original_pullback_baseline,6.0,0.5,-0.007231512929107591,-0.26256015614734524,-0.1109001436916441,-901.0144005775476,0.3333333333333333
WF1,valid,2019,strong_trend_continuation,7,6,True,pit_rebuilt_pullback_candidate,6.0,0.5,-0.007231512929107591,-0.26256015614734524,-0.1109001436916441,-901.0144005775476,0.3333333333333333
WF1,valid,2019,strong_trend_continuation,7,6,True,pit_strong_trend_pullback_candidate,6.0,0.5,-0.007231512929107591,-0.26256015614734524,-0.1109001436916441,-901.0144005775476,0.3333333333333333
WF1,valid,2019,unclassified_pullback,785,160,False,pit_original_pullback_baseline,3.0,0.3333333333333333,-0.03525816226363834,-0.8836090421936257,-0.7965560194003121,-2777.5823672294637,0.6666666666666666
WF1,valid,2019,weak_volume_rebound,528,141,False,pit_original_pullback_baseline,9.0,0.0,-0.04641462553318041,-0.9407776699319383,-1.1538486006419824,-11638.262762260438,1.0
WF1,valid,2019,weak_volume_rebound,528,141,False,pit_weak_volume_rebound_diagnostic,227.0,0.31718061674008813,0.010487694017883877,0.20590554893049773,-0.24698914685429185,56451.46656925681,0.4845814977973568
WF1,valid,2020,breakdown_repair,2210,250,False,pit_breakdown_repair_diagnostic,285.0,0.37894736842105264,0.02726379122230516,0.26907020828746997,-0.15642852584530031,228247.56243008375,0.43157894736842106
WF1,valid,2020,breakdown_repair,2210,250,False,pit_original_pullback_baseline,11.0,0.45454545454545453,-0.012651319918559934,-0.03212342311535744,-0.14364653037422956,-3581.1683443069437,0.45454545454545453
WF1,valid,2020,strong_trend_continuation,5,5,True,pit_original_pullback_baseline,4.0,0.25,-0.007635815298632935,-0.2690260855587162,-1.009867335422877,-789.8422796487794,0.75
WF1,valid,2020,strong_trend_continuation,5,5,True,pit_rebuilt_pullback_candidate,4.0,0.25,-0.007635815298632956,-0.2690260855587162,-1.009867335422877,-814.6283044338234,0.75
WF1,valid,2020,strong_trend_continuation,5,5,True,pit_strong_trend_pullback_candidate,4.0,0.25,-0.007635815298632956,-0.2690260855587162,-1.009867335422877,-814.6283044338234,0.75
WF1,valid,2020,unclassified_pullback,772,199,False,pit_original_pullback_baseline,4.0,0.25,-0.019793173503183478,-0.7162608959458167,-1.0696159041006044,-2320.106525897977,0.75
WF1,valid,2020,weak_volume_rebound,614,181,False,pit_original_pullback_baseline,24.0,0.3333333333333333,0.007801167713676001,0.3285836912763514,-0.242491497005128,1378.983253276343,0.5833333333333334
WF1,valid,2020,weak_volume_rebound,614,181,False,pit_weak_volume_rebound_diagnostic,273.0,0.2857142857142857,0.007744252098539818,-0.04368128042657796,-0.35264033655271404,43037.71834008693,0.5164835164835165
WF2,train,2017,breakdown_repair,1070,170,False,,0.0,,,,,,
WF2,train,2017,strong_trend_continuation,6,5,True,,0.0,,,,,,
WF2,train,2017,unclassified_pullback,446,131,False,,0.0,,,,,,
WF2,train,2017,weak_volume_rebound,322,116,False,,0.0,,,,,,
WF2,train,2018,breakdown_repair,964,160,False,,0.0,,,,,,
WF2,train,2018,unclassified_pullback,370,114,False,,0.0,,,,,,
WF2,train,2018,weak_volume_rebound,290,110,False,,0.0,,,,,,
WF2,train,2019,breakdown_repair,1695,176,False,,0.0,,,,,,
WF2,train,2019,strong_trend_continuation,7,6,True,,0.0,,,,,,
WF2,train,2019,unclassified_pullback,785,160,False,,0.0,,,,,,
WF2,train,2019,weak_volume_rebound,528,141,False,,0.0,,,,,,
WF2,valid,2020,breakdown_repair,2210,250,False,pit_breakdown_repair_diagnostic,301.0,0.36212624584717606,0.03259111789852337,0.293725199468291,-0.1874765548372444,281481.1963756799,0.4219269102990033
WF2,valid,2020,breakdown_repair,2210,250,False,pit_original_pullback_baseline,11.0,0.45454545454545453,0.022262841795499047,0.4139946039073529,-0.14364653037422956,6611.102432537078,0.45454545454545453
WF2,valid,2020,strong_trend_continuation,5,5,True,pit_original_pullback_baseline,4.0,0.25,-0.007635815298632942,-0.2690260855587162,-1.009867335422877,-935.8212872743588,0.75
WF2,valid,2020,strong_trend_continuation,5,5,True,pit_rebuilt_pullback_candidate,4.0,0.25,-0.007635815298632942,-0.2690260855587162,-1.009867335422877,-839.4143292188637,0.75
WF2,valid,2020,strong_trend_continuation,5,5,True,pit_strong_trend_pullback_candidate,4.0,0.25,-0.007635815298632942,-0.2690260855587162,-1.009867335422877,-839.4143292188637,0.75
WF2,valid,2020,unclassified_pullback,772,199,False,pit_original_pullback_baseline,4.0,0.25,0.03909675057469739,-0.0010059587304831474,-1.0696159041006044,4260.008626461032,0.75
WF2,valid,2020,weak_volume_rebound,614,181,False,pit_original_pullback_baseline,24.0,0.3333333333333333,0.0154501655470525,0.49509240880456734,-0.3581518083421955,6635.8410718560135,0.5833333333333334
WF2,valid,2020,weak_volume_rebound,614,181,False,pit_weak_volume_rebound_diagnostic,281.0,0.29537366548042704,0.014665948363467646,-1.0317606923185934,-0.36277534905010783,91588.81639901397,0.5231316725978647
WF2,valid,2021,breakdown_repair,2271,296,False,pit_breakdown_repair_diagnostic,385.0,0.23116883116883116,-0.012628383342653798,-0.1622694874874345,-0.31274412746342,-166311.4934999883,0.45714285714285713
WF2,valid,2021,breakdown_repair,2271,296,False,pit_original_pullback_baseline,4.0,0.25,-2.4232852104566494e-05,0.3176099038720928,-0.7698469212918762,-117.38651847839515,0.5
WF2,valid,2021,unclassified_pullback,793,231,False,pit_original_pullback_baseline,1.0,1.0,0.0033104008175268945,0.06500897952122836,0.06500897952122836,82.1787322998047,1.0
WF2,valid,2021,weak_volume_rebound,758,227,False,pit_original_pullback_baseline,12.0,0.25,-0.02389626221575378,-0.25080012809764834,-0.7851025312340598,-8883.550585556033,0.5833333333333334
WF2,valid,2021,weak_volume_rebound,758,227,False,pit_weak_volume_rebound_diagnostic,354.0,0.22033898305084745,-0.01461259493297523,-0.1950886273207194,-0.4828391687257452,-148620.0347986341,0.5282485875706214
WF3,train,2017,breakdown_repair,1070,170,False,,0.0,,,,,,
WF3,train,2017,strong_trend_continuation,6,5,True,,0.0,,,,,,
WF3,train,2017,unclassified_pullback,446,131,False,,0.0,,,,,,
WF3,train,2017,weak_volume_rebound,322,116,False,,0.0,,,,,,
WF3,train,2018,breakdown_repair,964,160,False,,0.0,,,,,,
WF3,train,2018,unclassified_pullback,370,114,False,,0.0,,,,,,
WF3,train,2018,weak_volume_rebound,290,110,False,,0.0,,,,,,
WF3,train,2019,breakdown_repair,1695,176,False,,0.0,,,,,,
WF3,train,2019,strong_trend_continuation,7,6,True,,0.0,,,,,,
WF3,train,2019,unclassified_pullback,785,160,False,,0.0,,,,,,
WF3,train,2019,weak_volume_rebound,528,141,False,,0.0,,,,,,
WF3,train,2020,breakdown_repair,2210,250,False,,0.0,,,,,,
WF3,train,2020,strong_trend_continuation,5,5,True,,0.0,,,,,,
WF3,train,2020,unclassified_pullback,772,199,False,,0.0,,,,,,
WF3,train,2020,weak_volume_rebound,614,181,False,,0.0,,,,,,
WF3,valid,2021,breakdown_repair,2271,296,False,pit_breakdown_repair_diagnostic,420.0,0.2261904761904762,-0.014116501694315676,-0.16282953000382588,-0.34896861716536653,-154475.41461132767,0.4738095238095238
WF3,valid,2021,breakdown_repair,2271,296,False,pit_original_pullback_baseline,4.0,0.25,-2.4232852104566494e-05,0.3176099038720928,-0.7698469212918762,-117.38651847839515,0.5
WF3,valid,2021,unclassified_pullback,793,231,False,pit_original_pullback_baseline,1.0,1.0,0.0033104008175268945,0.06500897952122836,0.06500897952122836,82.1787322998047,1.0
WF3,valid,2021,weak_volume_rebound,758,227,False,pit_original_pullback_baseline,12.0,0.25,-0.023896262215753788,-0.25080012809764834,-0.7851025312340598,-8504.61192927361,0.5833333333333334
WF3,valid,2021,weak_volume_rebound,758,227,False,pit_weak_volume_rebound_diagnostic,361.0,0.2077562326869806,-0.016956886764119865,-0.24013516912857533,-0.5226618786420664,-164854.75030071737,0.554016620498615
WF3,valid,2022,breakdown_repair,1641,243,False,pit_breakdown_repair_diagnostic,428.0,0.14485981308411214,-0.025667552786796406,-0.3246355261209321,-0.392930649403121,-221324.0657234907,0.45560747663551404
WF3,valid,2022,breakdown_repair,1641,243,False,pit_original_pullback_baseline,2.0,0.5,0.001822773836285603,0.20198287474454757,0.20198287474454757,206.4496955871582,0.5
WF3,valid,2022,strong_trend_continuation,2,2,True,pit_original_pullback_baseline,2.0,0.0,-0.019974472820002576,-0.7539218774034988,-0.7539218774034988,-867.1221206665032,0.0
WF3,valid,2022,strong_trend_continuation,2,2,True,pit_rebuilt_pullback_candidate,2.0,0.0,-0.019974472820002576,-0.7539218774034988,-0.7539218774034988,-867.1221206665032,0.0
WF3,valid,2022,strong_trend_continuation,2,2,True,pit_strong_trend_pullback_candidate,2.0,0.0,-0.019974472820002576,-0.7539218774034988,-0.7539218774034988,-867.1221206665032,0.0
WF3,valid,2022,unclassified_pullback,574,189,False,pit_original_pullback_baseline,2.0,0.0,-0.049208281591900244,-0.7259194040158305,-0.7259194040158305,-2690.9292516708388,1.0
WF3,valid,2022,weak_volume_rebound,599,192,False,pit_original_pullback_baseline,5.0,0.4,-0.01163834777256161,-0.47421261138490645,-1.0837961978525124,-1920.3599873781181,0.6
WF3,valid,2022,weak_volume_rebound,599,192,False,pit_weak_volume_rebound_diagnostic,306.0,0.20588235294117646,-0.02391249923789243,-0.4106603837864899,-0.5799865067080892,-156278.95894732475,0.5424836601307189
WF4,train,2017,breakdown_repair,1070,170,False,,0.0,,,,,,
WF4,train,2017,strong_trend_continuation,6,5,True,,0.0,,,,,,
WF4,train,2017,unclassified_pullback,446,131,False,,0.0,,,,,,
WF4,train,2017,weak_volume_rebound,322,116,False,,0.0,,,,,,
WF4,train,2018,breakdown_repair,964,160,False,,0.0,,,,,,
WF4,train,2018,unclassified_pullback,370,114,False,,0.0,,,,,,
WF4,train,2018,weak_volume_rebound,290,110,False,,0.0,,,,,,
WF4,train,2019,breakdown_repair,1695,176,False,,0.0,,,,,,
WF4,train,2019,strong_trend_continuation,7,6,True,,0.0,,,,,,
WF4,train,2019,unclassified_pullback,785,160,False,,0.0,,,,,,
WF4,train,2019,weak_volume_rebound,528,141,False,,0.0,,,,,,
WF4,train,2020,breakdown_repair,2210,250,False,,0.0,,,,,,
WF4,train,2020,strong_trend_continuation,5,5,True,,0.0,,,,,,
WF4,train,2020,unclassified_pullback,772,199,False,,0.0,,,,,,
WF4,train,2020,weak_volume_rebound,614,181,False,,0.0,,,,,,
WF4,train,2021,breakdown_repair,2271,296,False,,0.0,,,,,,
WF4,train,2021,unclassified_pullback,793,231,False,,0.0,,,,,,
WF4,train,2021,weak_volume_rebound,758,227,False,,0.0,,,,,,
WF4,valid,2022,breakdown_repair,1641,243,False,pit_breakdown_repair_diagnostic,429.0,0.1585081585081585,-0.02270696952109664,-0.2712406869795945,-0.364512453789083,-231365.83991963865,0.48484848484848486
WF4,valid,2022,breakdown_repair,1641,243,False,pit_original_pullback_baseline,2.0,0.5,0.001822773836285603,0.20198287474454757,0.20198287474454757,206.4496955871582,0.5
WF4,valid,2022,strong_trend_continuation,2,2,True,pit_original_pullback_baseline,2.0,0.0,-0.019974472820002576,-0.7539218774034988,-0.7539218774034988,-867.1221206665032,0.0
WF4,valid,2022,strong_trend_continuation,2,2,True,pit_rebuilt_pullback_candidate,2.0,0.0,-0.019974472820002576,-0.7539218774034988,-0.7539218774034988,-867.1221206665032,0.0
WF4,valid,2022,strong_trend_continuation,2,2,True,pit_strong_trend_pullback_candidate,2.0,0.0,-0.019974472820002576,-0.7539218774034988,-0.7539218774034988,-867.1221206665032,0.0
WF4,valid,2022,unclassified_pullback,574,189,False,pit_original_pullback_baseline,2.0,0.0,-0.049208281591900244,-0.7259194040158305,-0.7259194040158305,-2690.9292516708388,1.0
WF4,valid,2022,weak_volume_rebound,599,192,False,pit_original_pullback_baseline,5.0,0.4,-0.01163834777256161,-0.47421261138490645,-1.0837961978525124,-1323.2021857500054,0.6
WF4,valid,2022,weak_volume_rebound,599,192,False,pit_weak_volume_rebound_diagnostic,318.0,0.22012578616352202,-0.021997190855238297,-0.3655762592938003,-0.5682587501664194,-179011.2227849603,0.559748427672956
WF4,valid,2023,breakdown_repair,2232,228,False,pit_breakdown_repair_diagnostic,372.0,0.1639784946236559,-0.013189355225672345,-0.10833964420002173,-0.294766089350731,-98679.21868218185,0.48118279569892475
WF4,valid,2023,breakdown_repair,2232,228,False,pit_original_pullback_baseline,1.0,1.0,0.09974942613610552,1.608211421355295,1.608211421355295,2944.47865753174,0.0
WF4,valid,2023,strong_trend_continuation,2,2,True,pit_original_pullback_baseline,2.0,0.0,-0.03288041071672549,-0.5658349763378923,-0.5658349763378923,-1455.2400733947754,0.5
WF4,valid,2023,strong_trend_continuation,2,2,True,pit_rebuilt_pullback_candidate,2.0,0.0,-0.03288041071672549,-0.5658349763378923,-0.5658349763378923,-1455.2400733947754,0.5
WF4,valid,2023,strong_trend_continuation,2,2,True,pit_strong_trend_pullback_candidate,2.0,0.0,-0.03288041071672549,-0.5658349763378923,-0.5658349763378923,-1455.2400733947754,0.5
WF4,valid,2023,unclassified_pullback,942,207,False,pit_original_pullback_baseline,3.0,0.0,-0.049260661901694126,-1.465120165025425,-1.151832513016266,-3498.422669315336,1.0
WF4,valid,2023,weak_volume_rebound,799,200,False,pit_original_pullback_baseline,7.0,0.0,-0.03907771714118618,-0.7283143587714486,-0.8518926178395386,-7019.420304298403,0.7142857142857143
WF4,valid,2023,weak_volume_rebound,799,200,False,pit_weak_volume_rebound_diagnostic,311.0,0.21221864951768488,-0.01084860796727972,-0.07335138073296496,-0.5429865971690029,-69986.76632004976,0.5659163987138264
WF5,train,2017,breakdown_repair,1070,170,False,,0.0,,,,,,
WF5,train,2017,strong_trend_continuation,6,5,True,,0.0,,,,,,
WF5,train,2017,unclassified_pullback,446,131,False,,0.0,,,,,,
WF5,train,2017,weak_volume_rebound,322,116,False,,0.0,,,,,,
WF5,train,2018,breakdown_repair,964,160,False,,0.0,,,,,,
WF5,train,2018,unclassified_pullback,370,114,False,,0.0,,,,,,
WF5,train,2018,weak_volume_rebound,290,110,False,,0.0,,,,,,
WF5,train,2019,breakdown_repair,1695,176,False,,0.0,,,,,,
WF5,train,2019,strong_trend_continuation,7,6,True,,0.0,,,,,,
WF5,train,2019,unclassified_pullback,785,160,False,,0.0,,,,,,
WF5,train,2019,weak_volume_rebound,528,141,False,,0.0,,,,,,
WF5,train,2020,breakdown_repair,2210,250,False,,0.0,,,,,,
WF5,train,2020,strong_trend_continuation,5,5,True,,0.0,,,,,,
WF5,train,2020,unclassified_pullback,772,199,False,,0.0,,,,,,
WF5,train,2020,weak_volume_rebound,614,181,False,,0.0,,,,,,
WF5,train,2021,breakdown_repair,2271,296,False,,0.0,,,,,,
WF5,train,2021,unclassified_pullback,793,231,False,,0.0,,,,,,
WF5,train,2021,weak_volume_rebound,758,227,False,,0.0,,,,,,
WF5,train,2022,breakdown_repair,1641,243,False,,0.0,,,,,,
WF5,train,2022,strong_trend_continuation,2,2,True,,0.0,,,,,,
WF5,train,2022,unclassified_pullback,574,189,False,,0.0,,,,,,
WF5,train,2022,weak_volume_rebound,599,192,False,,0.0,,,,,,
WF5,valid,2023,breakdown_repair,2232,228,False,pit_breakdown_repair_diagnostic,399.0,0.16290726817042606,-0.011987167023087008,-0.08371452572879083,-0.2676192976947997,-123038.2410963297,0.48370927318295737
WF5,valid,2023,breakdown_repair,2232,228,False,pit_original_pullback_baseline,1.0,1.0,0.09974942613610546,1.608211421355295,1.608211421355295,2990.4861365556717,0.0
WF5,valid,2023,strong_trend_continuation,2,2,True,pit_original_pullback_baseline,2.0,0.0,-0.03288041071672549,-0.5658349763378923,-0.5658349763378923,-1455.2400733947754,0.5
WF5,valid,2023,strong_trend_continuation,2,2,True,pit_rebuilt_pullback_candidate,2.0,0.0,-0.03288041071672549,-0.5658349763378923,-0.5658349763378923,-1455.2400733947754,0.5
WF5,valid,2023,strong_trend_continuation,2,2,True,pit_strong_trend_pullback_candidate,2.0,0.0,-0.03288041071672549,-0.5658349763378923,-0.5658349763378923,-1455.2400733947754,0.5
WF5,valid,2023,unclassified_pullback,942,207,False,pit_original_pullback_baseline,3.0,0.0,-0.049260661901694126,-1.465120165025425,-1.151832513016266,-3498.422669315336,1.0
WF5,valid,2023,weak_volume_rebound,799,200,False,pit_original_pullback_baseline,7.0,0.0,-0.03907771714118618,-0.7283143587714486,-0.8518926178395386,-7019.420304298403,0.7142857142857143
WF5,valid,2023,weak_volume_rebound,799,200,False,pit_weak_volume_rebound_diagnostic,326.0,0.2085889570552147,-0.009052968974485662,-0.053739522827124665,-0.5474481879617767,-73474.41424199345,0.5858895705521472
WF5,valid,2024,breakdown_repair,2633,244,False,pit_breakdown_repair_diagnostic,311.0,0.3215434083601286,0.011171409064446506,0.31002828573445285,-0.24427533265037618,91846.0357019067,0.44694533762057875
WF5,valid,2024,breakdown_repair,2633,244,False,pit_original_pullback_baseline,29.0,0.20689655172413793,-0.014626687507962081,-0.2306357453287258,-0.32454441413969465,-10858.776487851135,0.6551724137931034
WF5,valid,2024,strong_trend_continuation,15,11,True,pit_original_pullback_baseline,8.0,0.125,-0.017336601612325402,-0.5597735001688641,-0.6554712850568118,-3965.3097465038336,0.75
WF5,valid,2024,strong_trend_continuation,15,11,True,pit_rebuilt_pullback_candidate,11.0,0.09090909090909091,-0.017607094870106175,-0.5319547663297749,-0.28488943701300184,-5631.787709522251,0.7272727272727273
WF5,valid,2024,strong_trend_continuation,15,11,True,pit_strong_trend_pullback_candidate,11.0,0.09090909090909091,-0.017607094870106175,-0.5319547663297749,-0.28488943701300184,-5631.787709522251,0.7272727272727273
WF5,valid,2024,unclassified_pullback,1310,219,False,pit_original_pullback_baseline,9.0,0.3333333333333333,-0.004591594962374619,-0.0649025207485895,-0.2665299881308954,-1810.2543356657006,0.6666666666666666
WF5,valid,2024,weak_volume_rebound,1041,205,False,pit_original_pullback_baseline,17.0,0.23529411764705882,-0.009640984688704373,-0.2530825618744884,-0.2941164243236491,-4869.491069340707,0.5882352941176471
WF5,valid,2024,weak_volume_rebound,1041,205,False,pit_weak_volume_rebound_diagnostic,259.0,0.36293436293436293,0.018792962391893688,0.6109315114065145,-0.17437687157947737,132133.91692695618,0.4555984555984556
