entry_family,entry_variant_id,entry_signal_condition,entry_execution_assumption,invalidation_rule_id,pre_entry_failure_filter_ids,post_entry_invalidation_audit_ids,primary_leaderboard_eligible
price_hold_after_launch,hold_3d_close_ge_launch_close,launch+3 close >= launch close,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_5d_close_ge_launch_close,launch+5 close >= launch close,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_10d_close_ge_launch_close,launch+10 close >= launch close,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_20d_close_ge_launch_close,launch+20 close >= launch close,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_3d_low_ge_launch_low,launch+3 window low >= launch low,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_5d_low_ge_launch_low,launch+5 window low >= launch low,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_10d_low_ge_launch_low,launch+10 window low >= launch low,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_3d_close_above_ema20,launch+3 close >= ema20,next_open,ema20_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
price_hold_after_launch,hold_5d_close_above_median20,launch+5 close >= median20,next_open,median20_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
pullback_hold_entry,pullback_3_8_reclaim_ema20,"3%-8% pullback, no launch-low break, money contraction, close reclaims ema20",next_open,pullback_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
pullback_hold_entry,pullback_5_12_reclaim_median20,"5%-12% pullback, low above median20, money contraction, close reclaims median20",next_open,pullback_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
pullback_hold_entry,pullback_3_8_contraction_upper_close,"3%-8% pullback, money contraction, close location upper half",next_open,pullback_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
pullback_hold_entry,pullback_5_12_low_above_launch_low,5%-12% pullback and pullback low stays above launch low,next_open,pullback_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
higher_low_reacceleration_entry,higher_low_reclaim_ema20,higher low above launch low and close reclaims ema20,next_open,higher_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
higher_low_reacceleration_entry,higher_low_reaccel_rank,higher low plus ret rank back to top 20%,next_open,higher_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
higher_low_reacceleration_entry,higher_low_money_quality,higher low plus money quality improvement,next_open,higher_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
volume_confirmation_entry,volume_hold_3d,launch money spike and launch+3 price hold,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
volume_confirmation_entry,volume_hold_5d,launch money spike and launch+5 price hold,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
volume_confirmation_entry,volume_second_money_rank_jump,money rank jumps again after launch,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
volume_confirmation_entry,volume_rank_money_jump_followthrough,ret rank and money rank both improve after launch,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,True
sparse_strong_day_followthrough_entry,sparse_limit_followthrough_3d,first limit/near-limit strong day holds low for 3 days,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,False
sparse_strong_day_followthrough_entry,sparse_limit_followthrough_5d,first limit/near-limit strong day holds low for 5 days,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,False
sparse_strong_day_followthrough_entry,gap_up_hold_3d,gap-up upper-close day holds gap-day low for 3 days,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,False
sparse_strong_day_followthrough_entry,strong_body_pullback_hold,strong body day pulls back with contraction and holds key low,next_open,pullback_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,False
sparse_strong_day_followthrough_entry,second_strong_day,another strong body or near-limit day appears after launch,next_open,launch_low_stop,break_launch_low_before_entry;volume_close_below_launch_close;long_upper_shadow_volume_failure,break_invalidation_10d;relative_strength_loss_20d;industry_breadth_deterioration_20d;no_10pct_gain_with_12pct_drawdown_20d,False
